Model_masked,Category,Part_Family,count,share
AAA63,Oil Consumption & Carryover,ORV (Oil Return Valve),2,0.13333333333333333
AAA63,Oil Consumption & Carryover,Piston / Liner / Ring Set,13,0.8666666666666667
AAA63,Oil Pump,Oil Pump / Element,4,1.0
AAA63,Others,Fasteners / Hardware,3,0.5
AAA63,Others,Not Specified,2,0.3333333333333333
AAA63,Others,Other Parts,1,0.16666666666666666
AAA63,Shaft Seal,Fasteners / Hardware,1,0.14285714285714285
AAA63,Shaft Seal,Shaft Seal / O-ring,6,0.8571428571428571
AAA63,Sound & Vibration,Piston / Liner / Ring Set,14,1.0
AAA63,Valves & Solenoids,Delivery / Discharge Valve,1,0.14285714285714285
AAA63,Valves & Solenoids,K5 Valve,1,0.14285714285714285
AAA63,Valves & Solenoids,Not Specified,3,0.42857142857142855
AAA63,Valves & Solenoids,Other Parts,1,0.14285714285714285
AAA63,Valves & Solenoids,Piston / Liner / Ring Set,1,0.14285714285714285
AAA72,Cylinder & Overheating,Buffer Spring,2,0.05714285714285714
AAA72,Cylinder & Overheating,Delivery / Discharge Valve,10,0.2857142857142857
AAA72,Cylinder & Overheating,Not Specified,2,0.05714285714285714
AAA72,Cylinder & Overheating,Other Parts,1,0.02857142857142857
AAA72,Cylinder & Overheating,Piston / Liner / Ring Set,19,0.5428571428571428
AAA72,Cylinder & Overheating,Temperature Sensor,1,0.02857142857142857
AAA72,Electrical & Instruments,Not Specified,1,0.07692307692307693
AAA72,Electrical & Instruments,Other Parts,3,0.23076923076923078
AAA72,Electrical & Instruments,Pressure Gauge,8,0.6153846153846154
AAA72,Electrical & Instruments,Pressure Switch / Cut-out,1,0.07692307692307693
AAA72,KRMS & Sensors,KRMS / Controller,9,0.375
AAA72,KRMS & Sensors,Other Parts,4,0.16666666666666666
AAA72,KRMS & Sensors,Temperature Sensor,11,0.4583333333333333
AAA72,Leaks (General),Fasteners / Hardware,2,0.3333333333333333
AAA72,Leaks (General),Not Specified,2,0.3333333333333333
AAA72,Leaks (General),Other Parts,2,0.3333333333333333
AAA72,Loading & Unloading,Solenoid Valve / Coil,2,1.0
AAA72,Major Mechanical,Major Mechanical Parts,2,0.2857142857142857
AAA72,Major Mechanical,Not Specified,1,0.14285714285714285
AAA72,Major Mechanical,Oil Pump / Element,2,0.2857142857142857
AAA72,Major Mechanical,Other Parts,2,0.2857142857142857
AAA72,Oil Consumption & Carryover,Delivery / Discharge Valve,1,0.017241379310344827
AAA72,Oil Consumption & Carryover,Not Specified,1,0.017241379310344827
AAA72,Oil Consumption & Carryover,Other Parts,8,0.13793103448275862
AAA72,Oil Consumption & Carryover,Piston / Liner / Ring Set,47,0.8103448275862069
AAA72,Oil Consumption & Carryover,Pressure Gauge,1,0.017241379310344827
AAA72,Oil Pump,Oil Pump / Element,26,0.8666666666666667
AAA72,Oil Pump,Other Parts,4,0.13333333333333333
AAA72,Others,Delivery / Discharge Valve,1,0.05263157894736842
AAA72,Others,Fasteners / Hardware,4,0.21052631578947367
AAA72,Others,Major Mechanical Parts,1,0.05263157894736842
AAA72,Others,Not Specified,5,0.2631578947368421
AAA72,Others,Oil Pump / Element,1,0.05263157894736842
AAA72,Others,Other Parts,6,0.3157894736842105
AAA72,Others,Piston / Liner / Ring Set,1,0.05263157894736842
AAA72,Shaft Seal,Major Mechanical Parts,1,0.041666666666666664
AAA72,Shaft Seal,Not Specified,1,0.041666666666666664
AAA72,Shaft Seal,Other Parts,1,0.041666666666666664
AAA72,Shaft Seal,Shaft Seal / O-ring,21,0.875
AAA72,Sound & Vibration,Buffer Spring,1,0.014285714285714285
AAA72,Sound & Vibration,Delivery / Discharge Valve,6,0.08571428571428572
AAA72,Sound & Vibration,Major Mechanical Parts,2,0.02857142857142857
AAA72,Sound & Vibration,Not Specified,2,0.02857142857142857
AAA72,Sound & Vibration,Other Parts,4,0.05714285714285714
AAA72,Sound & Vibration,Piston / Liner / Ring Set,53,0.7571428571428571
AAA72,Sound & Vibration,Shaft Seal / O-ring,2,0.02857142857142857
AAA72,Valves & Solenoids,Delivery / Discharge Valve,16,0.48484848484848486
AAA72,Valves & Solenoids,K5 Valve,1,0.030303030303030304
AAA72,Valves & Solenoids,Other Parts,3,0.09090909090909091
AAA72,Valves & Solenoids,Piston / Liner / Ring Set,5,0.15151515151515152
AAA72,Valves & Solenoids,Solenoid Valve / Coil,5,0.15151515151515152
AAA72,Valves & Solenoids,Stop Valve,3,0.09090909090909091
AAA8,Oil Consumption & Carryover,Piston / Liner / Ring Set,1,1.0
AAA84,Cylinder & Overheating,Delivery / Discharge Valve,3,0.5
AAA84,Cylinder & Overheating,Piston / Liner / Ring Set,3,0.5
AAA84,Leaks (General),Other Parts,1,1.0
AAA84,Major Mechanical,Major Mechanical Parts,1,1.0
AAA84,Oil Consumption & Carryover,ORV (Oil Return Valve),1,0.3333333333333333
AAA84,Oil Consumption & Carryover,Piston / Liner / Ring Set,2,0.6666666666666666
AAA84,Oil Pump,Oil Pump / Element,1,1.0
AAA84,Others,Oil Pump / Element,2,1.0
AAA84,Sound & Vibration,Delivery / Discharge Valve,1,0.2
AAA84,Sound & Vibration,Piston / Liner / Ring Set,4,0.8
AAA84,Valves & Solenoids,Delivery / Discharge Valve,2,1.0
AAA9,Coupling & Drive,Coupling / Disk Pack,6,0.6
AAA9,Coupling & Drive,Fasteners / Hardware,2,0.2
AAA9,Coupling & Drive,Other Parts,2,0.2
AAA9,Cylinder & Overheating,Delivery / Discharge Valve,3,0.25
AAA9,Cylinder & Overheating,Not Specified,1,0.08333333333333333
AAA9,Cylinder & Overheating,Other Parts,1,0.08333333333333333
AAA9,Cylinder & Overheating,Piston / Liner / Ring Set,7,0.5833333333333334
AAA9,Electrical & Instruments,Pressure Gauge,2,1.0
AAA9,KRMS & Sensors,KRMS / Controller,3,0.5
AAA9,KRMS & Sensors,Other Parts,2,0.3333333333333333
AAA9,KRMS & Sensors,Temperature Sensor,1,0.16666666666666666
AAA9,Leaks (General),Other Parts,1,1.0
AAA9,Loading & Unloading,Not Specified,1,0.3333333333333333
AAA9,Loading & Unloading,Other Parts,1,0.3333333333333333
AAA9,Loading & Unloading,Piston / Liner / Ring Set,1,0.3333333333333333
AAA9,Major Mechanical,Major Mechanical Parts,1,1.0
AAA9,Oil Consumption & Carryover,ORV (Oil Return Valve),2,0.16666666666666666
AAA9,Oil Consumption & Carryover,Other Parts,1,0.08333333333333333
AAA9,Oil Consumption & Carryover,Piston / Liner / Ring Set,9,0.75
AAA9,Oil Pump,Oil Pump / Element,5,0.7142857142857143
AAA9,Oil Pump,Other Parts,2,0.2857142857142857
AAA9,Others,Fasteners / Hardware,1,0.3333333333333333
AAA9,Others,Not Specified,1,0.3333333333333333
AAA9,Others,Piston / Liner / Ring Set,1,0.3333333333333333
AAA9,Shaft Seal,Not Specified,1,0.2
AAA9,Shaft Seal,Other Parts,1,0.2
AAA9,Shaft Seal,Shaft Seal / O-ring,3,0.6
AAA9,Sound & Vibration,Fasteners / Hardware,2,0.15384615384615385
AAA9,Sound & Vibration,Not Specified,2,0.15384615384615385
AAA9,Sound & Vibration,Other Parts,1,0.07692307692307693
AAA9,Sound & Vibration,Piston / Liner / Ring Set,8,0.6153846153846154
AAA9,Valves & Solenoids,Delivery / Discharge Valve,5,0.5555555555555556
AAA9,Valves & Solenoids,Not Specified,1,0.1111111111111111
AAA9,Valves & Solenoids,Solenoid Valve / Coil,1,0.1111111111111111
AAA9,Valves & Solenoids,Stop Valve,2,0.2222222222222222
AAA93,Cylinder & Overheating,Delivery / Discharge Valve,8,0.38095238095238093
AAA93,Cylinder & Overheating,Other Parts,2,0.09523809523809523
AAA93,Cylinder & Overheating,Piston / Liner / Ring Set,10,0.47619047619047616
AAA93,Cylinder & Overheating,Shaft Seal / O-ring,1,0.047619047619047616
AAA93,Electrical & Instruments,Not Specified,1,0.3333333333333333
AAA93,Electrical & Instruments,Other Parts,2,0.6666666666666666
AAA93,KRMS & Sensors,KRMS / Controller,1,0.3333333333333333
AAA93,KRMS & Sensors,Other Parts,1,0.3333333333333333
AAA93,KRMS & Sensors,Temperature Sensor,1,0.3333333333333333
AAA93,Major Mechanical,Major Mechanical Parts,1,1.0
AAA93,Oil Consumption & Carryover,Oil Pump / Element,1,0.14285714285714285
AAA93,Oil Consumption & Carryover,Piston / Liner / Ring Set,5,0.7142857142857143
AAA93,Oil Consumption & Carryover,Shaft Seal / O-ring,1,0.14285714285714285
AAA93,Oil Pump,Oil Pump / Element,6,1.0
AAA93,Others,Delivery / Discharge Valve,2,0.2222222222222222
AAA93,Others,Not Specified,3,0.3333333333333333
AAA93,Others,Oil Pump / Element,1,0.1111111111111111
AAA93,Others,Other Parts,3,0.3333333333333333
AAA93,Shaft Seal,Oil Pump / Element,1,0.16666666666666666
AAA93,Shaft Seal,Other Parts,1,0.16666666666666666
AAA93,Shaft Seal,Shaft Seal / O-ring,4,0.6666666666666666
AAA93,Sound & Vibration,Delivery / Discharge Valve,1,0.125
AAA93,Sound & Vibration,Oil Pump / Element,1,0.125
AAA93,Sound & Vibration,Piston / Liner / Ring Set,6,0.75
AAA93,Valves & Solenoids,Delivery / Discharge Valve,4,0.5
AAA93,Valves & Solenoids,Not Specified,2,0.25
AAA93,Valves & Solenoids,Other Parts,1,0.125
AAA93,Valves & Solenoids,Solenoid Valve / Coil,1,0.125
AAC2,Cylinder & Overheating,Piston / Liner / Ring Set,1,0.5
AAC2,Cylinder & Overheating,Shaft Seal / O-ring,1,0.5
AAC2,Electrical & Instruments,Fasteners / Hardware,1,0.2
AAC2,Electrical & Instruments,Other Parts,1,0.2
AAC2,Electrical & Instruments,Pressure Gauge,2,0.4
AAC2,Electrical & Instruments,Pressure Switch / Cut-out,1,0.2
AAC2,Hour Meter & Accessories,Hour Meter,1,1.0
AAC2,Leaks (General),Other Parts,3,1.0
AAC2,Loading & Unloading,Oil Pump / Element,1,1.0
AAC2,Major Mechanical,Major Mechanical Parts,1,0.5
AAC2,Major Mechanical,Piston / Liner / Ring Set,1,0.5
AAC2,Oil Consumption & Carryover,Piston / Liner / Ring Set,7,1.0
AAC2,Oil Pump,Oil Pump / Element,4,1.0
AAC2,Others,Oil Pump / Element,2,0.6666666666666666
AAC2,Others,Other Parts,1,0.3333333333333333
AAC2,Shaft Seal,Oil Pump / Element,1,0.1
AAC2,Shaft Seal,Other Parts,1,0.1
AAC2,Shaft Seal,Shaft Seal / O-ring,8,0.8
AAC2,Sound & Vibration,Piston / Liner / Ring Set,1,1.0
AAC2,Valves & Solenoids,Fasteners / Hardware,1,0.3333333333333333
AAC2,Valves & Solenoids,Solenoid Valve / Coil,1,0.3333333333333333
AAC2,Valves & Solenoids,Stop Valve,1,0.3333333333333333
AAD4,Oil Pump,Oil Pump / Element,1,1.0
AAD4,Shaft Seal,Shaft Seal / O-ring,2,1.0
AAD6,Shaft Seal,Shaft Seal / O-ring,2,1.0
AAE4,Shaft Seal,Shaft Seal / O-ring,1,1.0
AAE4,Sound & Vibration,Piston / Liner / Ring Set,1,1.0
AAE4,Valves & Solenoids,Stop Valve,1,1.0
AB102,Oil Pump,Oil Pump / Element,1,1.0
AB102,Others,Not Specified,1,1.0
AB12,Sound & Vibration,Oil Pump / Element,1,0.5
AB12,Sound & Vibration,Piston / Liner / Ring Set,1,0.5
AB2,Cylinder & Overheating,Piston / Liner / Ring Set,2,1.0
AB2,Electrical & Instruments,Other Parts,1,0.14285714285714285
AB2,Electrical & Instruments,Pressure Gauge,5,0.7142857142857143
AB2,Electrical & Instruments,Pressure Switch / Cut-out,1,0.14285714285714285
AB2,Oil Consumption & Carryover,ORV (Oil Return Valve),1,0.25
AB2,Oil Consumption & Carryover,Other Parts,1,0.25
AB2,Oil Consumption & Carryover,Piston / Liner / Ring Set,2,0.5
AB2,Oil Pump,Oil Pump / Element,3,1.0
AB2,Others,Other Parts,1,1.0
AB2,Shaft Seal,Shaft Seal / O-ring,6,1.0
AB2,Sound & Vibration,Piston / Liner / Ring Set,2,0.6666666666666666
AB2,Sound & Vibration,Stop Valve,1,0.3333333333333333
AB2,Valves & Solenoids,Other Parts,3,1.0
AB21,Major Mechanical,Not Specified,1,1.0
AB21,Oil Consumption & Carryover,Piston / Liner / Ring Set,1,1.0
AB21,Others,Not Specified,1,1.0
AB21,Sound & Vibration,Buffer Spring,1,0.5
AB21,Sound & Vibration,Piston / Liner / Ring Set,1,0.5
AB21,Valves & Solenoids,Fasteners / Hardware,1,0.2
AB21,Valves & Solenoids,K5 Valve,2,0.4
AB21,Valves & Solenoids,Other Parts,2,0.4
AB3,Cylinder & Overheating,Buffer Spring,1,0.3333333333333333
AB3,Cylinder & Overheating,Delivery / Discharge Valve,1,0.3333333333333333
AB3,Cylinder & Overheating,Piston / Liner / Ring Set,1,0.3333333333333333
AB3,Electrical & Instruments,Not Specified,1,0.1
AB3,Electrical & Instruments,Pressure Gauge,5,0.5
AB3,Electrical & Instruments,Pressure Switch / Cut-out,3,0.3
AB3,Electrical & Instruments,Solenoid Valve / Coil,1,0.1
AB3,Hour Meter & Accessories,Hour Meter,2,1.0
AB3,Leaks (General),Other Parts,2,1.0
AB3,Loading & Unloading,Not Specified,2,0.2857142857142857
AB3,Loading & Unloading,Oil Pump / Element,1,0.14285714285714285
AB3,Loading & Unloading,Other Parts,2,0.2857142857142857
AB3,Loading & Unloading,Solenoid Valve / Coil,2,0.2857142857142857
AB3,Oil Consumption & Carryover,Not Specified,1,0.1111111111111111
AB3,Oil Consumption & Carryover,Piston / Liner / Ring Set,8,0.8888888888888888
AB3,Oil Pump,Not Specified,1,0.03125
AB3,Oil Pump,Oil Pump / Element,31,0.96875
AB3,Others,Not Specified,1,0.16666666666666666
AB3,Others,Oil Pump / Element,2,0.3333333333333333
AB3,Others,Other Parts,3,0.5
AB3,Shaft Seal,Not Specified,2,0.15384615384615385
AB3,Shaft Seal,Oil Pump / Element,1,0.07692307692307693
AB3,Shaft Seal,Other Parts,2,0.15384615384615385
AB3,Shaft Seal,Shaft Seal / O-ring,8,0.6153846153846154
AB3,Sound & Vibration,Delivery / Discharge Valve,2,0.15384615384615385
AB3,Sound & Vibration,Major Mechanical Parts,1,0.07692307692307693
AB3,Sound & Vibration,Other Parts,1,0.07692307692307693
AB3,Sound & Vibration,Piston / Liner / Ring Set,9,0.6923076923076923
AB3,Valves & Solenoids,Delivery / Discharge Valve,1,0.0625
AB3,Valves & Solenoids,K5 Valve,2,0.125
AB3,Valves & Solenoids,Other Parts,2,0.125
AB3,Valves & Solenoids,Shaft Seal / O-ring,1,0.0625
AB3,Valves & Solenoids,Solenoid Valve / Coil,10,0.625
AB31,Electrical & Instruments,Pressure Switch / Cut-out,1,1.0
AB31,Leaks (General),Not Specified,1,0.5
AB31,Leaks (General),Other Parts,1,0.5
AB31,Oil Pump,Oil Pump / Element,4,1.0
AB31,Others,Not Specified,1,1.0
AB31,Sound & Vibration,Major Mechanical Parts,1,0.5
AB31,Sound & Vibration,Oil Pump / Element,1,0.5
AB31,Valves & Solenoids,Solenoid Valve / Coil,1,1.0
AB4,Cylinder & Overheating,Delivery / Discharge Valve,1,0.5
AB4,Cylinder & Overheating,Other Parts,1,0.5
AB4,Electrical & Instruments,Pressure Gauge,9,0.45
AB4,Electrical & Instruments,Pressure Switch / Cut-out,3,0.15
AB4,Electrical & Instruments,Solenoid Valve / Coil,8,0.4
AB4,Leaks (General),Other Parts,2,0.5
AB4,Leaks (General),Pressure Gauge,1,0.25
AB4,Leaks (General),Shaft Seal / O-ring,1,0.25
AB4,Loading & Unloading,Not Specified,1,1.0
AB4,Oil Consumption & Carryover,Delivery / Discharge Valve,1,0.037037037037037035
AB4,Oil Consumption & Carryover,ORV (Oil Return Valve),6,0.2222222222222222
AB4,Oil Consumption & Carryover,Oil Pump / Element,1,0.037037037037037035
AB4,Oil Consumption & Carryover,Other Parts,1,0.037037037037037035
AB4,Oil Consumption & Carryover,Piston / Liner / Ring Set,18,0.6666666666666666
AB4,Oil Pump,Oil Pump / Element,29,0.90625
AB4,Oil Pump,Other Parts,3,0.09375
AB4,Others,Not Specified,2,0.6666666666666666
AB4,Others,Pressure Gauge,1,0.3333333333333333
AB4,Shaft Seal,Shaft Seal / O-ring,8,0.8888888888888888
AB4,Shaft Seal,Solenoid Valve / Coil,1,0.1111111111111111
AB4,Sound & Vibration,Buffer Spring,1,0.030303030303030304
AB4,Sound & Vibration,Delivery / Discharge Valve,2,0.06060606060606061
AB4,Sound & Vibration,Major Mechanical Parts,1,0.030303030303030304
AB4,Sound & Vibration,Not Specified,1,0.030303030303030304
AB4,Sound & Vibration,Oil Pump / Element,1,0.030303030303030304
AB4,Sound & Vibration,Piston / Liner / Ring Set,26,0.7878787878787878
AB4,Sound & Vibration,Pressure Gauge,1,0.030303030303030304
AB4,Valves & Solenoids,K5 Valve,2,0.04878048780487805
AB4,Valves & Solenoids,Other Parts,2,0.04878048780487805
AB4,Valves & Solenoids,Solenoid Valve / Coil,37,0.9024390243902439
AB42,Electrical & Instruments,Other Parts,1,0.3333333333333333
AB42,Electrical & Instruments,Pressure Gauge,1,0.3333333333333333
AB42,Electrical & Instruments,Pressure Switch / Cut-out,1,0.3333333333333333
AB42,Leaks (General),Not Specified,2,0.5
AB42,Leaks (General),Other Parts,2,0.5
AB42,Oil Pump,Not Specified,2,0.2
AB42,Oil Pump,Oil Pump / Element,7,0.7
AB42,Oil Pump,Piston / Liner / Ring Set,1,0.1
AB42,Others,Delivery / Discharge Valve,1,0.5
AB42,Others,Not Specified,1,0.5
AB42,Shaft Seal,Shaft Seal / O-ring,3,1.0
AB42,Sound & Vibration,Major Mechanical Parts,4,0.4444444444444444
AB42,Sound & Vibration,Other Parts,1,0.1111111111111111
AB42,Sound & Vibration,Piston / Liner / Ring Set,4,0.4444444444444444
AB42,Valves & Solenoids,Delivery / Discharge Valve,1,0.3333333333333333
AB42,Valves & Solenoids,Pressure Gauge,1,0.3333333333333333
AB42,Valves & Solenoids,Solenoid Valve / Coil,1,0.3333333333333333
AB51,Cylinder & Overheating,Oil Pump / Element,1,0.5
AB51,Cylinder & Overheating,Other Parts,1,0.5
AB51,Electrical & Instruments,Pressure Switch / Cut-out,1,1.0
AB51,Leaks (General),Other Parts,1,1.0
AB51,Oil Consumption & Carryover,Other Parts,1,1.0
AB51,Oil Pump,Oil Pump / Element,6,0.8571428571428571
AB51,Oil Pump,Piston / Liner / Ring Set,1,0.14285714285714285
AB51,Shaft Seal,Shaft Seal / O-ring,3,1.0
AB51,Sound & Vibration,Delivery / Discharge Valve,1,0.125
AB51,Sound & Vibration,Major Mechanical Parts,2,0.25
AB51,Sound & Vibration,Not Specified,1,0.125
AB51,Sound & Vibration,Oil Pump / Element,1,0.125
AB51,Sound & Vibration,Piston / Liner / Ring Set,2,0.25
AB51,Sound & Vibration,Stop Valve,1,0.125
AB6,Cylinder & Overheating,Delivery / Discharge Valve,1,0.5
AB6,Cylinder & Overheating,Piston / Liner / Ring Set,1,0.5
AB6,Electrical & Instruments,Not Specified,1,0.07692307692307693
AB6,Electrical & Instruments,Pressure Gauge,8,0.6153846153846154
AB6,Electrical & Instruments,Solenoid Valve / Coil,4,0.3076923076923077
AB6,KRMS & Sensors,Other Parts,1,1.0
AB6,Leaks (General),Not Specified,1,0.25
AB6,Leaks (General),Other Parts,3,0.75
AB6,Loading & Unloading,Oil Pump / Element,1,1.0
AB6,Major Mechanical,Major Mechanical Parts,1,1.0
AB6,Oil Consumption & Carryover,ORV (Oil Return Valve),2,0.18181818181818182
AB6,Oil Consumption & Carryover,Other Parts,1,0.09090909090909091
AB6,Oil Consumption & Carryover,Piston / Liner / Ring Set,8,0.7272727272727273
AB6,Oil Pump,Not Specified,2,0.09090909090909091
AB6,Oil Pump,Oil Pump / Element,19,0.8636363636363636
AB6,Oil Pump,Piston / Liner / Ring Set,1,0.045454545454545456
AB6,Others,Fasteners / Hardware,1,0.16666666666666666
AB6,Others,Not Specified,3,0.5
AB6,Others,Oil Pump / Element,1,0.16666666666666666
AB6,Others,Piston / Liner / Ring Set,1,0.16666666666666666
AB6,Shaft Seal,Other Parts,1,0.16666666666666666
AB6,Shaft Seal,Shaft Seal / O-ring,5,0.8333333333333334
AB6,Sound & Vibration,Buffer Spring,1,0.02631578947368421
AB6,Sound & Vibration,Delivery / Discharge Valve,2,0.05263157894736842
AB6,Sound & Vibration,Not Specified,4,0.10526315789473684
AB6,Sound & Vibration,Oil Pump / Element,2,0.05263157894736842
AB6,Sound & Vibration,Other Parts,2,0.05263157894736842
AB6,Sound & Vibration,Piston / Liner / Ring Set,26,0.6842105263157895
AB6,Sound & Vibration,Shaft Seal / O-ring,1,0.02631578947368421
AB6,Valves & Solenoids,Fasteners / Hardware,1,0.03125
AB6,Valves & Solenoids,Other Parts,2,0.0625
AB6,Valves & Solenoids,Shaft Seal / O-ring,1,0.03125
AB6,Valves & Solenoids,Solenoid Valve / Coil,26,0.8125
AB6,Valves & Solenoids,Stop Valve,2,0.0625
AB63,Cylinder & Overheating,Piston / Liner / Ring Set,1,1.0
AB63,Leaks (General),Not Specified,1,1.0
AB63,Loading & Unloading,Not Specified,1,1.0
AB63,Oil Consumption & Carryover,Piston / Liner / Ring Set,1,1.0
AB63,Oil Pump,Oil Pump / Element,6,1.0
AB63,Others,Not Specified,1,1.0
AB63,Shaft Seal,Other Parts,1,0.3333333333333333
AB63,Shaft Seal,Shaft Seal / O-ring,2,0.6666666666666666
AB63,Sound & Vibration,Major Mechanical Parts,1,0.3333333333333333
AB63,Sound & Vibration,Piston / Liner / Ring Set,2,0.6666666666666666
AB63,Valves & Solenoids,Solenoid Valve / Coil,1,1.0
AB72,Electrical & Instruments,Pressure Gauge,3,0.75
AB72,Electrical & Instruments,Pressure Switch / Cut-out,1,0.25
AB72,Leaks (General),Other Parts,1,0.5
AB72,Leaks (General),Pressure Gauge,1,0.5
AB72,Loading & Unloading,Piston / Liner / Ring Set,1,0.5
AB72,Loading & Unloading,Solenoid Valve / Coil,1,0.5
AB72,Major Mechanical,Major Mechanical Parts,3,0.375
AB72,Major Mechanical,Other Parts,5,0.625
AB72,Oil Consumption & Carryover,Not Specified,1,1.0
AB72,Oil Pump,Major Mechanical Parts,1,0.05263157894736842
AB72,Oil Pump,ORV (Oil Return Valve),1,0.05263157894736842
AB72,Oil Pump,Oil Pump / Element,15,0.7894736842105263
AB72,Oil Pump,Other Parts,1,0.05263157894736842
AB72,Oil Pump,Shaft Seal / O-ring,1,0.05263157894736842
AB72,Others,Not Specified,2,0.6666666666666666
AB72,Others,Oil Pump / Element,1,0.3333333333333333
AB72,Shaft Seal,Shaft Seal / O-ring,3,1.0
AB72,Sound & Vibration,Buffer Spring,1,0.16666666666666666
AB72,Sound & Vibration,Piston / Liner / Ring Set,5,0.8333333333333334
AB72,Valves & Solenoids,Other Parts,2,0.5
AB72,Valves & Solenoids,Solenoid Valve / Coil,2,0.5
AB84,Oil Pump,Oil Pump / Element,2,1.0
AB84,Others,Major Mechanical Parts,1,0.3333333333333333
AB84,Others,Not Specified,1,0.3333333333333333
AB84,Others,Other Parts,1,0.3333333333333333
AB84,Sound & Vibration,Major Mechanical Parts,1,0.3333333333333333
AB84,Sound & Vibration,Oil Pump / Element,1,0.3333333333333333
AB84,Sound & Vibration,Solenoid Valve / Coil,1,0.3333333333333333
AB84,Valves & Solenoids,Not Specified,2,0.3333333333333333
AB84,Valves & Solenoids,Solenoid Valve / Coil,4,0.6666666666666666
AB9,Cylinder & Overheating,Piston / Liner / Ring Set,1,1.0
AB9,Electrical & Instruments,Pressure Gauge,1,1.0
AB9,Leaks (General),Other Parts,1,1.0
AB9,Loading & Unloading,Not Specified,1,1.0
AB9,Oil Consumption & Carryover,Piston / Liner / Ring Set,1,1.0
AB9,Oil Pump,Oil Pump / Element,3,1.0
AB9,Others,Not Specified,1,1.0
AB9,Shaft Seal,Shaft Seal / O-ring,1,1.0
AB9,Sound & Vibration,Not Specified,2,0.4
AB9,Sound & Vibration,Piston / Liner / Ring Set,3,0.6
AB93,Cylinder & Overheating,Major Mechanical Parts,2,1.0
AB93,Electrical & Instruments,Pressure Switch / Cut-out,1,1.0
AB93,Major Mechanical,Major Mechanical Parts,1,0.3333333333333333
AB93,Major Mechanical,Other Parts,1,0.3333333333333333
AB93,Major Mechanical,Piston / Liner / Ring Set,1,0.3333333333333333
AB93,Oil Pump,Major Mechanical Parts,1,0.16666666666666666
AB93,Oil Pump,Oil Pump / Element,4,0.6666666666666666
AB93,Oil Pump,Other Parts,1,0.16666666666666666
AB93,Others,Not Specified,1,1.0
AB93,Sound & Vibration,Major Mechanical Parts,1,0.5
AB93,Sound & Vibration,Piston / Liner / Ring Set,1,0.5
AB93,Valves & Solenoids,Stop Valve,1,1.0
AF2,Electrical & Instruments,Pressure Gauge,3,1.0
AF2,Leaks (General),Other Parts,1,1.0
AF2,Major Mechanical,Fasteners / Hardware,1,1.0
AF2,Oil Consumption & Carryover,Piston / Liner / Ring Set,5,1.0
AF2,Oil Pump,Not Specified,1,0.1111111111111111
AF2,Oil Pump,Oil Pump / Element,6,0.6666666666666666
AF2,Oil Pump,Shaft Seal / O-ring,2,0.2222222222222222
AF2,Others,Other Parts,1,0.5
AF2,Others,Pressure Gauge,1,0.5
AF2,Shaft Seal,Shaft Seal / O-ring,5,1.0
AF2,Sound & Vibration,Not Specified,1,0.5
AF2,Sound & Vibration,Piston / Liner / Ring Set,1,0.5
AF2,Valves & Solenoids,Delivery / Discharge Valve,1,0.25
AF2,Valves & Solenoids,Not Specified,1,0.25
AF2,Valves & Solenoids,Other Parts,1,0.25
AF2,Valves & Solenoids,Stop Valve,1,0.25
